Text,Score,Sentiment,clean_text
"This is the best chamomlie tea I've tasted!  I'm not a tea connoisseur, so this review won't be fancy.  All I have to say is it's great.  I'm hooked!",5,Positive,best chamomlie tea tasted tea connoisseur review fancy say great hooked
"The Sohgave nectar is a terrific value and is far better than any agave nectar that I have purchased in local markets or so called ""natural"" grocers.  The quality of the product and the cost per ounce makes Sohgave a great buy.",5,Positive,sohgave nectar terrific value far better agave nectar purchased local markets called natural grocers quality product cost per ounce makes sohgave great buy
"Satisfying.<br /><br />I love that this chocolate is organic. From the first to last ingredient.<br /><br />I love that the first ingredient is dark chocolate.<br /><br />I love the taste. Intense, rich with a hint of sweet.<br /><br />The one thing I didn't love was the meltability on the tongue factor. I don't know if the bar is so thick that this slows the process. I broke it into a smaller chunk and it sat on my tongue awhile. Not that that's awful..it's chocolate for goodness sake... I guess I could say it's slow to melt. Chewing didn't hurry the process.<br /><br />Allergies or Vegan? The standard disclaimer appears. ""This product manufactured on equipment that may process products containing peanuts, other nuts, milk powder, wheat, soy and egg."" However the only listed ingredient on that list is the organic soy lecithin.<br /><br />Overall tasty. And pretty much what it promises.",4,Positive,satisfying br br love chocolate organic first last ingredient br br love first ingredient dark chocolate br br love taste intense rich hint sweet br br one thing love meltability tongue factor know bar thick slows process broke smaller chunk sat tongue awhile awful chocolate goodness sake guess could say slow melt chewing hurry process br br allergies vegan standard disclaimer appears product manufactured equipment may process products containing peanuts nuts milk powder wheat soy egg however listed ingredient list organic soy lecithin br br overall tasty pretty much promises
"Macadamias are my favourite nuts. They are not easy to found. Costa Rica is producing macadamian nuts by the Britt Coffee Company and is sold in the USA and in many Duty Free Shops at airports. There are macadamian nuts from Australia too. They are, in general, nice and well presented. But the Mauna Loa Dry Roasted Macadamias with sea salt are the utmost. They are perfect. They should be used as a benchmark to assess quality.<br />Enjoy Mauna Loa Macadamias",5,Positive,macadamias favourite nuts easy found costa rica producing macadamian nuts britt coffee company sold usa many duty free shops airports macadamian nuts australia general nice well presented mauna loa dry roasted macadamias sea salt utmost perfect used benchmark assess quality br enjoy mauna loa macadamias
"This is a wonderful tea!  The flavor is very intense, with a nice round-off from the hibiscus.  If you like a good mint tea, this is the ""BAM!"" upgrade!",5,Positive,wonderful tea flavor intense nice round hibiscus like good mint tea bam upgrade
"After you add shipping, the cost for this product is over $7 a pound!  Even if you add in the gas needed to drive to your local store, you can find a better deal just about anywhere.",1,Negative,add shipping cost product pound even add gas needed drive local store find better deal anywhere
The Cesar Filet Mignon is a terrific dog food either by itself for small dogs or an extra added treat mixed in with food for the larger dog. My two Shih Tzus won't eat anything else and my two Silky Terriers loce it mixed in with their Pedigree Lean Liver and Beef. Cesar Filet Mignon is truly a GREAT dog food!!!,5,Positive,cesar filet mignon terrific dog food either small dogs extra added treat mixed food larger dog two shih tzus eat anything else two silky terriers loce mixed pedigree lean liver beef cesar filet mignon truly great dog food
This is great caramel sauce it's so rich tasting you love it!! If you like coffee drinks with caramel sauce this is the one to get! I finally made my favorite iced caramel macchiato drink to perfection. Plus I got free shipping by buying two! ENJOY !,5,Positive,great caramel sauce rich tasting love like coffee drinks caramel sauce one get finally made favorite iced caramel macchiato drink perfection plus got free shipping buying two enjoy
"The taste is something to get used to, but I have been drinking this every morning for close to a month and love it.  I just had to get on Amazon to order a new jar... I like it so much I signed up for ""subscribe and save"" which I have never done before...  I drink it as soon as I wake up and definitely feel a difference in my energy levels.  I also just feel good about having something so healthy everyday :)",5,Positive,taste something get used drinking every morning close month love get amazon order new jar like much signed subscribe save never done drink soon wake definitely feel difference energy levels also feel good something healthy everyday
"I was at a restaurant with several people and had coffee after the meal.  The restaurant served this Tazzina brand of coffee.  When each person took a sip, we all looked at each other and commented this is the best coffee I've ever had!  We called the waitress over and asked what brand of coffee we were drinking and she was kind enough to bring out the bag so that we could write it down.  I now order this for my office and we all look forward to a pot every morning.",5,Positive,restaurant several people coffee meal restaurant served tazzina brand coffee person took sip looked commented best coffee ever called waitress asked brand coffee drinking kind enough bring bag could write order office look forward pot every morning
"Just received my first shipment of this product.  I was very disappointed in the shipping and packaging.  One plastic jar with a little plastic bubble wrap thrown in without any obvious concern about what might happen and the result is leaking honey and a mess.  The honey may be great however the packaging,  needs much work!  I suggest either a glass jar with a tight seal or greater surrounding material.",3,Neutral,received first shipment product disappointed shipping packaging one plastic jar little plastic bubble wrap thrown without obvious concern might happen result leaking honey mess honey may great however packaging needs much work suggest either glass jar tight seal greater surrounding material
"I like that these are organic dog treats.  It is amazing how different types of food can really upset your dogs, especially when they get older.  I also like that they don't stink like bacon.  They have no strong odor, and my dogs really enjoy them.  A lot of people say that they are not for small dogs, and I would agree.  These are more for medium to large dogs.  We have a larger Shih-tzu that liked them and did fine, but maybe even if they were a different shape then the small dogs would do better.  They are currently a large, hard rectangle that can be broken into 2 smaller squares. When the smaller dogs try to eat them, they make a bit of a mess.<br /><br />Even with the size/shape limitations, both of my dogs loved them and ate them right up.  And I would mention that our Shih-tzu is super picky.  I would definitely buy these for my dogs.",4,Positive,like organic dog treats amazing different types food really upset dogs especially get older also like stink like bacon strong odor dogs really enjoy lot people say small dogs would agree medium large dogs larger shih tzu liked fine maybe even different shape small dogs would better currently large hard rectangle broken smaller squares smaller dogs try eat make bit mess br br even size shape limitations dogs loved ate right would mention shih tzu super picky would definitely buy dogs
"About time someone made something that hot means Hot and has some heat! I eat chicken wings all the time and I would say the heat is equal to my favorite level of chicken wing heat ""HOT"". The flavor is spot on with what it is called ""Chili"" like the bottle you have in your cabinet to make homemade red chili, but has the heat of cayenne peppers. It has good robust flavor that lingers after your done eating.<br /><br />I wish they would put this seasoning in a bottle so I could sprinkle it on everything I eat. They should do this with all their flavors!!!",5,Positive,time someone made something hot means hot heat eat chicken wings time would say heat equal favorite level chicken wing heat hot flavor spot called chili like bottle cabinet make homemade red chili heat cayenne peppers good robust flavor lingers done eating br br wish would put seasoning bottle could sprinkle everything eat flavors
"These are wonderful little chocolate bits, and that is all they need to be.  They look a bit like miniature Tootsie Rolls, so I was expecting them to be chewy at first.  They are soft, with a nice smooth chocolate flavor, and easy to eat by the handful.  Very highly recommended!",5,Positive,wonderful little chocolate bits need look bit like miniature tootsie rolls expecting chewy first soft nice smooth chocolate flavor easy eat handful highly recommended
"Of all of the Green and Black flavours, Cherry Chocolate is probably my favorite.  Green and Black's Dark Chocolate is superb, and here it is mixed with large pieces of dried sour cherries.  Perfect with tea, particularly after an opulent dinner that needs to be capped off by something tart.",5,Positive,green black flavours cherry chocolate probably favorite green black dark chocolate superb mixed large pieces dried sour cherries perfect tea particularly opulent dinner needs capped something tart
"I wish I could find bigger packages of this but can only find the small 4oz packages.<br /><br />Our two Poms love them - their favorites.  Prefer over wrapped fruits, ears, meatballs, salmon bakes....",5,Positive,wish could find bigger packages find small oz packages br br two poms love favorites prefer wrapped fruits ears meatballs salmon bakes
"I bought the Natural Aloe Water - Aloe Gloe at Costco.  I wanted to try another brand.  It has plastic take or yucky taste, and so I decided to mixed it with Cranberry Juice.  I will go back to ALO brand.",2,Negative,bought natural aloe water aloe gloe costco wanted try another brand plastic take yucky taste decided mixed cranberry juice go back alo brand
"Delicious. The Special K granola bars have a very delightful bite not too crunchy, not too soft. They have just the right amount of chewiness and most importantly they are very tasty. The peanut butter flavor is not over powering and is accompanied by a chocolate coating on the bottom. They boast only 110 calories per bar, but the bars are small, measuring about 3 inches by 1 inch. The size and taste left me wanting more, so I had a second, which of course put the calories up to 220 for a snack. I would prefer the bars to be about 50% bigger which would be a more reasonable size (in my opinion).<br /><br />Bottom line, they are very tasty and I certainly recommend them. I enjoyed them sufficiently to give them 5 stars.",5,Positive,delicious special k granola bars delightful bite crunchy soft right amount chewiness importantly tasty peanut butter flavor powering accompanied chocolate coating bottom boast calories per bar bars small measuring inches inch size taste left wanting second course put calories snack would prefer bars bigger would reasonable size opinion br br bottom line tasty certainly recommend enjoyed sufficiently give stars
"I like buying the 1st prunes for my grandchildren. They love the taste. It is sweet and tastes like prunes. It is a good bulking fruit. It gives bulk to their stool so the babies are not straining to go to the bathroom. Also if the baby is constipated it will help to soften the stool. Have had good reaction with my grandchildren when their stool started to slow. Fed them the 1st prunes and they softened up by the next day. This is a small jar and I feel it is a good amount to use for my grandchildren. I don't use this every day, just when needed. Amazon delivered them promptly, and packaged them very well.",5,Positive,like buying st prunes grandchildren love taste sweet tastes like prunes good bulking fruit gives bulk stool babies straining go bathroom also baby constipated help soften stool good reaction grandchildren stool started slow fed st prunes softened next day small jar feel good amount use grandchildren use every day needed amazon delivered promptly packaged well
"I never heard of Bai until a few months ago, but I have become a big fan of many of their flavors including Tanzania Strawberry. Hard to believe these are good for you also.",5,Positive,never heard bai months ago become big fan many flavors including tanzania strawberry hard believe good also
MY WIFE MAKES A LIVING OUT OF TRYING DIFFERENT COFFEES AND TELLS ME THIS IS ONE OF THE VERY BEST OF HER FAVORITES !!! WE ALWAYS PURCHASE WHOLE BEAN AND GRIND IT FRESH TO ASSURE ITS FRESHNESS AND FULLNESS OF FLAVOR.,5,Positive,wife makes living trying different coffees tells one best favorites always purchase whole bean grind fresh assure freshness fullness flavor
"It works, doesn't leave any residue and has a mild refreshing scent. It works well as a conditioner. It doesn't take much to cover my long hair, which is always a plus since it always seem to take more conditioner than shampoo to cover my hair. It also leaves my hair manageable. I am very happy with this conditioner.",5,Positive,works leave residue mild refreshing scent works well conditioner take much cover long hair always plus since always seem take conditioner shampoo cover hair also leaves hair manageable happy conditioner
"Very aromatic and flavorful. Not preserved with sulfites, so you should probably freeze what you can't use immediately.<br /><br />Good sturdy bags that are supposed to be resealable, but mine were manufactured incorrectly so that they can't be opened without destroying the zipper closure. Plan on having a separate container ready unless you have a use for a pound of ginger all at once.<br /><br />5 stars for the ginger, minus a star for the defective bags.",4,Positive,aromatic flavorful preserved sulfites probably freeze use immediately br br good sturdy bags supposed resealable mine manufactured incorrectly opened without destroying zipper closure plan separate container ready unless use pound ginger br br stars ginger minus star defective bags
My wife has used this product very successfully for the past year.  I would like to suggest that you group all your gluten free products at one site.  Then those gluten intolerant customers would not have to read and sort for the best product that they can.,4,Positive,wife used product successfully past year would like suggest group gluten free products one site gluten intolerant customers would read sort best product
Very good snack sticks.  It does not feel greasy like Slim Jims and is easy to chew.  The size is perfect for a snack so I don't eat too many all at once.  I prefer it to be a little bit spicier though but they don't come in this size and price.  This is good if you have a craving for protein and should help hold off the hunger between meals.,4,Positive,good snack sticks feel greasy like slim jims easy chew size perfect snack eat many prefer little bit spicier though come size price good craving protein help hold hunger meals
I loved the Panettone :)  Made french toast with it for Christmas dinner and it was the perfect of amount of sweetness.,4,Positive,loved panettone made french toast christmas dinner perfect amount sweetness
"I have been searching for this Turkish Taffy off and on for a few years.  First I was disappointed to find that it was no longer made, then gleeful when I finally found it.  Unfortunately I think the recipe isn't quite right, it is super sweet and the old Turkish taffy wasn't.  This is not what we all had back in the day.",2,Negative,searching turkish taffy years first disappointed find longer made gleeful finally found unfortunately think recipe quite right super sweet old turkish taffy back day
"You get three  wax paper inner packs, each containing seven approximately 2.5 x 5"" crackers, per box.  The flavor is just right, not overly sweet but sweetened just enough with quality sweeteners to make them a real treat.  The ingredients list is a thing to behold!!  Nothing you would not want to put in your body.  The rolled oats are very apparent adding a new texture to an old favorite.  A full sized wafer (which can be snapped into four pieces) has 55 calories.  I applaud the makers of this delightful treat for their innovative and healthy recipe!!",5,Positive,get three wax paper inner packs containing seven approximately x crackers per box flavor right overly sweet sweetened enough quality sweeteners make real treat ingredients list thing behold nothing would want put body rolled oats apparent adding new texture old favorite full sized wafer snapped four pieces calories applaud makers delightful treat innovative healthy recipe
"If you eat a lot of Cocoa, and find yourself buying those little Hershey Boxes, you might want to consider buying it in bulk as the price difference per lbs. is about the same, and you get a much higher quality product, which also is excellent for baking.",5,Positive,eat lot cocoa find buying little hershey boxes might want consider buying bulk price difference per lbs get much higher quality product also excellent baking
"For some reason, finding morsel-sized soft treats for old dogs at almost any pet store is challenging. My mixed breed wonderdog (Golden/Shepherd/Chow)just turned 14 and he loves these treats which have the texture of compacted brownies. Like a lot of older beings, he now has trouble with crunchy, chewey foods. He won't eat any other treats now other than these quality-made, nutritious soft chews. A bit pricey but highly recommended.",5,Positive,reason finding morsel sized soft treats old dogs almost pet store challenging mixed breed wonderdog golden shepherd chow turned loves treats texture compacted brownies like lot older beings trouble crunchy chewey foods eat treats quality made nutritious soft chews bit pricey highly recommended
"EDITED to reflect new order; original order from 2011 was 3/5 stars, this new order gets 5/5.<br />---------------------------<br /><br />New review:<br /><br />I re-ordered these oysters a couple months ago. I'd give that new experience more than the perfection, 5/5 if I could.<br /><br />There were some issues with that newer box that came to me. I reached out to Charleston Seafood about it; the issue was more than resolved to my satisfaction. Oysters were delicious, packed securely, and it was a great time to eat!<br /><br />---------------------------<br />Original review:<br /><br />On a 5 star scale, I figure:<br />1 = terrible<br />2 = not good<br />3 = neutral<br />4 = great<br />5 = amazing<br /><br />If I could, I'd rate my overall experience a 3.5 / 5, but, decided to default down to 3 and not up to 4. Here's why:<br /><br />POSITIVES first. Ordered on a Thursday, and received Friday, the next day, even though I paid for two day shipping and not overnight. Package was labeled 'Saturday Delivery,' but UPS must have been ahead of schedule. It was great for me to receive one day early but I can't credit that to seller.<br /><br />Oysters were packed very securely in a foam cooler, with a nice, handwritten 'thank you' written on the invoice, with instructions on how to handle / store / prepare miscellaneous shellfish included.<br /><br />Most importantly, most oysters were of a fairly substantial size, ALL oysters were still good and were very fresh and tasty.<br /><br />NEGATIVES second. Oysters were sold by weight and not count. I received 56 pieces; at the current sale price, this comes to $1.16 per oyster, which is about 16 cents more per piece than I would pay if I would buy just one Grade A oyster at my local fish monger, who sells oysters for 99 cents each.  Unfortunately, these oysters are B, C, or even D grade oysters; they are NOT of the visual quality you would receive in a restaurant and are probably a good bit 'uglier' than you would buy at your local fish market. Most are either: barnacle encrusted; have deformed shells; have grown into broken shells of other oysters (a franken-oyster of sorts, which weighs a substantial amount but is still only one edible oyster); etc . . . Further, my package contained a decent number of mismatched broken shells; that is, broken halves that did not have their other broken half in the same box. Lastly, the oysters arrive filthy, much more so than you would find at your local fish market or grocery store.<br /><br />OVERALL IMPRESSIONS. The oysters were delicious, and packaged securely. They were fresh, which is really important. However, they are grade B or below oysters; these sell for MUCH LESS than restaurant quality oysters do (I've seen B grade sell for $20 or less for similar sized bushels). It really perturbs me that I had to pay by weight and a decent amount of weight was taken by broken shells, a decent number of franken-oysters which comprised of maybe 4 full shell halves but only 1 edible oyster, and silt / filth / mud.<br /><br /> However, I do realize a substantial amount of my purchase price went to the 2 day shipping cost. I get that. Ultimately, ordering oysters in this manner is a novelty, much like ordering lobsters by mail from Maine and spending much more than retail. But, here, the premium for getting them delivered to your door is not too high; chances are you won't be able to purchase B grade oysters near you, so you won't be able to take advantage of their much lower price point.<br /><br />For the cost, I will probably purchase these again; it was enjoyable to receive and prepare these oysters, and all were fresh, which is of the utmost importance.",5,Positive,edited reflect new order original order stars new order gets br br br new review br br ordered oysters couple months ago give new experience perfection could br br issues newer box came reached charleston seafood issue resolved satisfaction oysters delicious packed securely great time eat br br br original review br br star scale figure br terrible br good br neutral br great br amazing br br could rate overall experience decided default br br positives first ordered thursday received friday next day even though paid two day shipping overnight package labeled saturday delivery ups must ahead schedule great receive one day early credit seller br br oysters packed securely foam cooler nice handwritten thank written invoice instructions handle store prepare miscellaneous shellfish included br br importantly oysters fairly substantial size oysters still good fresh tasty br br negatives second oysters sold weight count received pieces current sale price comes per oyster cents per piece would pay would buy one grade oyster local fish monger sells oysters cents unfortunately oysters b c even grade oysters visual quality would receive restaurant probably good bit uglier would buy local fish market either barnacle encrusted deformed shells grown broken shells oysters franken oyster sorts weighs substantial amount still one edible oyster etc package contained decent number mismatched broken shells broken halves broken half box lastly oysters arrive filthy much would find local fish market grocery store br br overall impressions oysters delicious packaged securely fresh really important however grade b oysters sell much less restaurant quality oysters seen b grade sell less similar sized bushels really perturbs pay weight decent amount weight taken broken shells decent number franken oysters comprised maybe full shell halves edible oyster silt filth mud br br however realize substantial amount purchase price went day shipping cost get ultimately ordering oysters manner novelty much like ordering lobsters mail maine spending much retail premium getting delivered door high chances able purchase b grade oysters near able take advantage much lower price point br br cost probably purchase enjoyable receive prepare oysters fresh utmost importance
"I've been looking for a ginger tea that actually has the spicy taste of ginger, and I found it with this tea.  I don't have a ""sweet tooth"" per say, so I generally don't like a lot of sugar in things that I drink or eat.  Although this ginger tea is sweeten with honey and cane sugar, it's not too sweet for me to enjoy.",5,Positive,looking ginger tea actually spicy taste ginger found tea sweet tooth per say generally like lot sugar things drink eat although ginger tea sweeten honey cane sugar sweet enjoy
"Higgins and Burke is hardly a household name in the crowded tea market, nor is it an easy one to remember, but their Earl Grey is faultless, with a medium body, delicious flavor and a subtle rather than overpowering bergamot presence.",5,Positive,higgins burke hardly household name crowded tea market easy one remember earl grey faultless medium body delicious flavor subtle rather overpowering bergamot presence
"I ordered these kosher bagels twice in the past month.  The first time they came within 2 days or so, and they still had that fresh bagel aroma.  They are not quite as chewy or big as the ones my Bubbe used to get in Queens, but still good.  The second time, there was a delay of about 2 days before shipping, plus 2-3 days to get to us in Tennessee.  Although they weren't stale, the flavor naturally wasn't quite as good. The bakery, Davidovich of New York, included a 7th bagel for free.  (Maybe as compensation? Anyway, thank you!)  Their enclosed card marks a location on a map in midtown Manhattan, but the package was shipped from Woodside, Queens.<br />The bagels are good enough that I may try them again.  It would be nice if they would offer some varieties other than Plain.  How about Poppy Seed, Onion, Egg, Sesame, or ""Everything""?<br />Also, I urge the seller to provide better packaging for shipment around the country, perhaps a vacuum seal, since the shipping method is UPS Ground.<br />FLASH (11/5/09): The seller has now more than doubled the price of the 6 bagels, from $4.50 to $9.50, PLUS it's still $5.49 shipping -- way too expensive, in my opinion!  Maybe they intended to provide FREE shipping, which would be a $.50 reduction vs. the previous total?",3,Neutral,ordered kosher bagels twice past month first time came within days still fresh bagel aroma quite chewy big ones bubbe used get queens still good second time delay days shipping plus days get us tennessee although stale flavor naturally quite good bakery davidovich new york included th bagel free maybe compensation anyway thank enclosed card marks location map midtown manhattan package shipped woodside queens br bagels good enough may try would nice would offer varieties plain poppy seed onion egg sesame everything br also urge seller provide better packaging shipment around country perhaps vacuum seal since shipping method ups ground br flash seller doubled price bagels plus still shipping way expensive opinion maybe intended provide free shipping would reduction vs previous total
I am a big fan of Timothy's white hot chocolate.  My spouse on the other hand says there is to much of a coconut flavor that comes thru.  So mixed review The coconut undertones donot bother me so I recommend this product.,4,Positive,big fan timothy white hot chocolate spouse hand says much coconut flavor comes thru mixed review coconut undertones donot bother recommend product
Very tasty crackers (especially for GF). Not many crackers in the box but if you're buying GF products you probably already know that. My whole family likes them. I bought a couple of cases last time to save money on shipping. FYI... they make a great substitute for bread crumbs in meatloaf and parmasean chicken.,4,Positive,tasty crackers especially gf many crackers box buying gf products probably already know whole family likes bought couple cases last time save money shipping fyi make great substitute bread crumbs meatloaf parmasean chicken
"The package came today with an expiration date of Sept 2012.<br />Last week I ordered from someone else a single 50 count that came with a March 2012 expiration date.<br /><br />Note that the 50 count did have it's built in dispenser where as these 180 are loose,<br />but these were ONLY A COUPLE OF DOLLARS more for 130 more counts.<br />Plus since these are faster selling, you get the 9 months to use them up as compared to just 7 weeks for the single 50 count box.<br /><br />If you want a dispenser you have a third choice here at amazon. a 200 count or four packages of  50 count each.<br /><br />I believe I had seen stated somewhere that these packages have a nine month expiration date. If that is correct then these non dairy creamers were just packaged last week.",5,Positive,package came today expiration date sept br last week ordered someone else single count came march expiration date br br note count built dispenser loose br couple dollars counts br plus since faster selling get months use compared weeks single count box br br want dispenser third choice amazon count four packages count br br believe seen stated somewhere packages nine month expiration date correct non dairy creamers packaged last week
My card was charged $150 dollars but still no coffee almost one month later. Would love to get the product I paid for.,1,Negative,card charged dollars still coffee almost one month later would love get product paid
"I have two French Bulldogs.  I've been giving them Macs & Buddy Mini Bones as treats, as benny's after taking their meds and for other ""good job"" actions for 9 years now.  To this day THEY LOVE THIS STUFF.  It's still so adorable how their eyes widen, they automatically sit down and they behave as if it was the second time they ever had it.  I irreverently, perhaps insensitively, say to them, ""ok time for your puppy crack cocaine"" lol because it's remains their clear favorite treat - and I totally spoil my Frenchies and so they have a smorgasbord of treats avail to them. I've read the ingredients and I've always been comfortable with giving it to them all these years.  So try it.  I bet your dog(s) will love it too.<br /><a href=""http://www.amazon.com/gp/product/B007V2XOJE"">Macs & Buddy Mini Bones - Fresh Breath Dental Care (Talk to Me Treats)</a>",5,Positive,two french bulldogs giving macs buddy mini bones treats benny taking meds good job actions years day love stuff still adorable eyes widen automatically sit behave second time ever irreverently perhaps insensitively say ok time puppy crack cocaine lol remains clear favorite treat totally spoil frenchies smorgasbord treats avail read ingredients always comfortable giving years try bet dog love br href http www amazon com gp product b v xoje macs buddy mini bones fresh breath dental care talk treats
Now we are making Mickey Mouse waffles at our house just like at Disneyland!  Love how easy and yummy they are :-D,5,Positive,making mickey mouse waffles house like disneyland love easy yummy
"This cereal is so good and good for you.  Low cal, lots of fiber.  I have it every morning with 8 raisins and a few sliced almonds and skim milk.",5,Positive,cereal good good low cal lots fiber every morning raisins sliced almonds skim milk
"Howdy from Texas!  I had run out of course-ground grits that I bought from an Amish miller and could not find any really good ones in my local stores.  I had resorted to using regular yellow cornmeal but that just ain't right.  I want some TEXTURE to my grits, not just a smooth, creamy paste.  Bob's Red Mill fills the bill and I am SO happy we bought them.  They come in a box with 4 packs of grits.  I love the way the box top comes off and the base works great for holding the bags upright on my pantry shelf.  However, I don't think they'll be on the shelf very long because these boogers are GREAT!  Very ""corny"" flavor with just a little toothiness to them... perfect!<br /><br />I also like the indredient list on the package: Ground corn.  And it's not that genetically modified crap that is invented by mad scientists.  Don't they know that ""It's not NICE to fool with mother nature!""",5,Positive,howdy texas run course ground grits bought amish miller could find really good ones local stores resorted using regular yellow cornmeal right want texture grits smooth creamy paste bob red mill fills bill happy bought come box packs grits love way box top comes base works great holding bags upright pantry shelf however think shelf long boogers great corny flavor little toothiness perfect br br also like indredient list package ground corn genetically modified crap invented mad scientists know nice fool mother nature
"These moth traps are excellent. In one box there are two trap and the scent packs. After putting these traps out I caught tons of bugs. Many moths swooped down and were trapped.  It does take sometime for these traps to start working, give it a day or two. I will be adding some pics of how my traps look after about a month of being out.",5,Positive,moth traps excellent one box two trap scent packs putting traps caught tons bugs many moths swooped trapped take sometime traps start working give day two adding pics traps look month
My dogs love these and I feel good giving these to them because the ingredients are so good.  This is a good price compared to the big pet stores.,5,Positive,dogs love feel good giving ingredients good good price compared big pet stores
"I have 4 beautiful cats and why are they so beautiful? Lilly, Jimminee, Jazzmeen and Hollee have been eating Katz-n-Flocken All Life Stages Cat food since they were kittens. My Vets remark about their beautifully full and shiny coats and always ask me what I feed them. I am a fan of this cat food, but more importantly, my cats are in love with the taste!!!",5,Positive,beautiful cats beautiful lilly jimminee jazzmeen hollee eating katz n flocken life stages cat food since kittens vets remark beautifully full shiny coats always ask feed fan cat food importantly cats love taste
"While I haven't bought the entire ham, I have sampled the smaller items from this company and can attest to the superb flavor of what must be Spain's greatest culinary contribution to the world.",5,Positive,bought entire ham sampled smaller items company attest superb flavor must spain greatest culinary contribution world
"We also had a very colicky baby until we tried this formula - and in 12 hours we had a completely different baby - happy, smiling, non-crying. Worked really great for us!",5,Positive,also colicky baby tried formula hours completely different baby happy smiling non crying worked really great us
"Great quality and taste if you like skim milk...I make it as I use<br />it, and rarely have to waste milk that has gone sour and have to<br />discard.  I buy several boxes at a time, store at room temp,<br />and rarely have to make a run to store to buy milk.  Have found<br />other brands, such as carried by local Wal Mart, have a funny<br />disagreeable taste....Also carried at local Save A Lot but only<br />in larger package.",5,Positive,great quality taste like skim milk make use br rarely waste milk gone sour br discard buy several boxes time store room temp br rarely make run store buy milk found br brands carried local wal mart funny br disagreeable taste also carried local save lot br larger package
The seed had a large amount of foreign matter in it. I had to clean the seed ounce by ounce before I could use it.,2,Negative,seed large amount foreign matter clean seed ounce ounce could use
"I purchased this chocolate because it is gluten free. I was HIGHLY impressed, and can't wait to purchase more bars of this chocolate!<br /><br />It is modern in that it is gluten and dairy free, but for those people who are sorely missing the taste of chocolate from the early 80s and back, I think you'll find yourself wanting to taste this bar . . . over and over again! It truly reminds me of the chocolates I used to get as special treats on the holidays; before companies started adding so many preservatives and waxes to candies, forever ruining their flavors. Don't miss out on this delicious treat!",5,Positive,purchased chocolate gluten free highly impressed wait purchase bars chocolate br br modern gluten dairy free people sorely missing taste chocolate early back think find wanting taste bar truly reminds chocolates used get special treats holidays companies started adding many preservatives waxes candies forever ruining flavors miss delicious treat
"I am a fan of almost all Tandoor Chef frozen meals. The best among them undoubtedly is the Chicken Tikka Masala.<br />The portion sizes are appropriate, with only 400kcal in each pack.<br />It's delicious, and as authentic as it can be. Infact it tastes so good, that I have stopped ordering take out from the local Indian restaurants.",5,Positive,fan almost tandoor chef frozen meals best among undoubtedly chicken tikka masala br portion sizes appropriate kcal pack br delicious authentic infact tastes good stopped ordering take local indian restaurants
"I was looking for a raw honey that I could afford and this is it. It's crazy delicious and the flavor is intoxicating. I've never had raw honey before and I'm hooked. The consistency is creamy, the flavor is amazing. It tastes so different than regular honey, not quite sure how to explain it. I highly recommend this honey!",5,Positive,looking raw honey could afford crazy delicious flavor intoxicating never raw honey hooked consistency creamy flavor amazing tastes different regular honey quite sure explain highly recommend honey
"These are large flakes of coconut, not the shredded fine kind.  I like using them in making granola.  I like the fact that they're organic, and since I had to buy a case, I'm well-stocked for a while!",5,Positive,large flakes coconut shredded fine kind like using making granola like fact organic since buy case well stocked
"This is one of the tastiest offerings for my Keurig, rivaling the Gevalia products for my<br />Tassimo. It gives you a large, fragrant cup of coffee at a better price than my Tassimo products which are great but expensive and harder to find.",5,Positive,one tastiest offerings keurig rivaling gevalia products br tassimo gives large fragrant cup coffee better price tassimo products great expensive harder find
"I ordered this tea and instead of receiving Pomegranate Rose Tea, which I have had before and which I love, I was sent Pom and Petals Tea.  I tried it thinking it might be the same tea with a new label and new container.  It is NOT the same tea.  Pomegranate Rose tea was a delicious, aromatic tea that came in a lovely container, but appears to have been discontinued by Zhena's.  Pom and Petals is a disappointing, bland tea in a dull container.  Pomegranate Rose tea is no longer advertised at Zhena's website.  I called Vitamin Shoppe directly to ask if they had Pomegranate Rose tea rather than Pom and Petals.  The sales person assured me that they did, so I placed a large order, thinking that even though the tea appears to have been discontinued, perhaps Vitamin Shoppe still had some left.  To my enormous disappointment, the tea sent was again Pom and Petals.  They are now allowing me to return it at their expense.  I can't fathom why Zhena's would change from making their wonderful Pomegranate Rose tea to making Pom and Petals, which is what you now get when you order Pomegranate Rose.",2,Negative,ordered tea instead receiving pomegranate rose tea love sent pom petals tea tried thinking might tea new label new container tea pomegranate rose tea delicious aromatic tea came lovely container appears discontinued zhena pom petals disappointing bland tea dull container pomegranate rose tea longer advertised zhena website called vitamin shoppe directly ask pomegranate rose tea rather pom petals sales person assured placed large order thinking even though tea appears discontinued perhaps vitamin shoppe still left enormous disappointment tea sent pom petals allowing return expense fathom zhena would change making wonderful pomegranate rose tea making pom petals get order pomegranate rose
